Alcohol Consumption,49,Alcohol Consumption,
Alcohol Consumption,519,Financial ,
Alcohol Consumption,58,Criminal Conduct,
Alcohol Consumption,94,Drugs,
Alcohol Consumption,58,Foreign Influence,
Alcohol Consumption,25,Foreign Preference,
Alcohol Consumption,52,Guideline E,Personal Conduct
Alcohol Consumption,21,Guideline B,Foreign Influence
Alcohol Consumption,2,Guideline D,sexual behavior
Alcohol Consumption,156,Guideline F,Financial
Alcohol Consumption,9,Guideline G,Alcohol
Alcohol consumption,17,Guideline H,drugs
Alcohol Consumption,13,Guideline J,criminal conduct
Alcohol Consumption,6,Guideline K,handling protected info
Alcohol Consumption,3,Guideline M,
Alcohol Consumption,1,Mental,
Alcohol Consumption,1,IT,
Alcohol Consumption,1,Handline Protected Info,
Alcohol Consumption,161,Personal Conduct,
Alcohol Consumption,1,Security Violations,
Alcohol Consumption,5,Sexual Behavior,
Alcohol Consumption,15,Foreign Preference,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption,,,
Alcohol Consumption ,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct,,,
Criminal Conduct ,,,
Criminal Conduct  ,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs,,,
Drugs ,,,
Drugs ,,,
Drugs ,,,
Drugs ,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
Financial,,,
